index,ID,JOJ Approved,MOM Approved,Site Status,Name,Original Name,Author,Author URL,Mod URL,Style,Categories,Clothing,Light,Heavy,Gender,Themes,Modular,Multi-colored,Armor Tier,Body & Physics Support (JSON),Image URL,Thumbnail URL,Category Audit Note,Content
107,109,TRUE,TRUE,INCLUDE,DX Celes Rogue Armor,DX Celes Rogue Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/27929,Fantastical,Light,FALSE,TRUE,FALSE,Female,Assassin; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1564732358-946340728.png,https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1564732358-946340728.png,Existing category tag; verify against description if additional armor types are available.,NSFW
108,110,TRUE,TRUE,INCLUDE,DX Celes Tarot Outfit,DX Celes Tarot Outfit (Witch of the Black Rose) - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/28553,Fantastical,Cloth,TRUE,FALSE,FALSE,Female,Occult; Civilian,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/28553/28553-1566845843-1432500726.png,https://images.nexusmods.com/mod-images/1704/t/large/28/28553/28553-1566845843-1432500726.png,Existing category tag; verify against description if additional armor types are available.,NSFW
109,111,TRUE,TRUE,INCLUDE,DX Christmas Bunny Outfit,DX Christmas Bunny Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/43416,Modern,Lingerie,FALSE,FALSE,FALSE,Female,Civilian,TRUE,TRUE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/43416/43416-1608207848-890719722.png,https://staticdelivery.nexusmods.com/mods/1704/images/43416/43416-1608207848-890719722.png,"Description audit required: no Clothing, Light, or Heavy tag currently present.",NSFW
110,112,TRUE,TRUE,INCLUDE,DX Crimson Blood Armor,DX Crimson Blood Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/29451,Fantastical,Light,FALSE,TRUE,FALSE,Female,Military; Occult; Volkihar Vampire Clan,TRUE,TRUE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/29451/29451-1570384355-1917862135.png,https://staticdelivery.nexusmods.com/mods/1704/images/29451/29451-1570384355-1917862135.png,Existing category tag; verify against description if additional armor types are available.,NSFW
111,113,TRUE,TRUE,INCLUDE,DX Daedric Reaper Armor,DX Daedric Reaper Armor - UNP and MALE,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4372,Fantastical,Heavy,FALSE,TRUE,FALSE,Female,Daedra; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4372-13-1479275143.jpg,https://images.nexusmods.com/mod-images/1704/t/large/43/4372-13-1479275143.jpg,Existing category tag; verify against description if additional armor types are available.,NSFW
112,114,TRUE,TRUE,INCLUDE,DX Dark Knight Armor,DX Dark Knight Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/40775,Fantastical,Heavy,FALSE,TRUE,FALSE,Female,Military; Imperial,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/40775/40775-1600943156-428167127.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/40775/40775-1600943156-428167127.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
113,115,TRUE,TRUE,INCLUDE,DX Daughter of the Sea Armor,DX Daughter of the Sea Armor - UNP CBBE,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/34595,Fantastical,Light,FALSE,TRUE,FALSE,Female,Maritime; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1586603738-970055363.png,https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1586603738-970055363.png,Existing category tag; verify against description if additional armor types are available.,NSFW
114,116,TRUE,TRUE,INCLUDE,DX Demon Armor,DX Demon Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/26269,Fantastical,Light,FALSE,TRUE,FALSE,Female,Daedra; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1559566503-554684803.png,https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1559566503-554684803.png,Existing category tag; verify against description if additional armor types are available.,NSFW
115,117,TRUE,TRUE,INCLUDE,DX Druid Armor,DX Druid Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/31005,Fantastical,Light,FALSE,TRUE,FALSE,Female,Nature,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/31005/31005-1576397810-381325311.png,https://staticdelivery.nexusmods.com/mods/1704/images/31005/31005-1576397810-381325311.png,Existing category tag; verify against description if additional armor types are available.,NSFW
116,118,TRUE,TRUE,INCLUDE,DX Emfy Cleric Outfit,DX Emfy Cleric Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4853,Fantastical,Light,TRUE,FALSE,FALSE,Female,Divine; Civilian,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4853/4853-1564726589-216743570.png,https://staticdelivery.nexusmods.com/mods/1704/images/4853/4853-1564726589-216743570.png,Existing category tag; verify against description if additional armor types are available.,NSFW
218,220,TRUE,TRUE,INCLUDE,DX Fetish Fashion Volume 1,DX Fetish Fashion Volume 1 SE CBBE - 3BA - BHUNP,hwybee4996,https://www.nexusmods.com/skyrimspecialedition/users/38307240,https://www.nexusmods.com/skyrimspecialedition/mods/65998,Modern,Lingerie,TRUE,FALSE,FALSE,Female,Civilian,TRUE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/65998/65998-1649484806-1641165175.png,https://staticdelivery.nexusmods.com/mods/1704/images/65998/65998-1649484806-1641165175.png,Existing category tag; verify against description if additional armor types are available.,NSFW
219,221,TRUE,TRUE,INCLUDE,DX Fetish Fashion Volume 2,DX Fetish Fashion Volume 2 SE - CBBE Physics - 3BA - BHUNP,hwybee4996,https://www.nexusmods.com/skyrimspecialedition/users/38307240,https://www.nexusmods.com/skyrimspecialedition/mods/70489,Modern,Lingerie,TRUE,FALSE,FALSE,Female,Civilian,TRUE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/70489/70489-1657239318-801289083.png,https://staticdelivery.nexusmods.com/mods/1704/images/70489/70489-1657239318-801289083.png,Existing category tag; verify against description if additional armor types are available.,NSFW
117,119,TRUE,TRUE,INCLUDE,DX Gwelda Dawnguard Outfit,DX Gwelda Dawnguard Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4862,Fantastical,Light,FALSE,TRUE,FALSE,Female,Military; Civilian,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4862/4862-1564726984-1943064630.png,https://images.nexusmods.com/mod-images/1704/t/large/48/4862/4862-1564726984-1943064630.png,Existing category tag; verify against description if additional armor types are available.,NSFW
118,120,TRUE,TRUE,INCLUDE,DX Gwelda Red Riding Hood Outfit,DX Gwelda Red Riding Hood Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4805,Fantastical,Light,TRUE,FALSE,FALSE,Female,Civilian; Nature,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4805/4805-1564780765-498854146.png,https://staticdelivery.nexusmods.com/mods/1704/images/4805/4805-1564780765-498854146.png,Existing category tag; verify against description if additional armor types are available.,NSFW
119,121,TRUE,TRUE,INCLUDE,DX Gwelda Vampire Outfit,DX Gwelda Vampire Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/25476,Fantastical,Light,TRUE,FALSE,FALSE,Female,Volkihar Vampire Clan; Occult,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/25476/25476-1568077258-1605586574.png,https://staticdelivery.nexusmods.com/mods/1704/images/25476/25476-1568077258-1605586574.png,Existing category tag; verify against description if additional armor types are available.,NSFW
120,122,TRUE,TRUE,INCLUDE,DX Gwelda Witch Outfit,DX Gwelda Witch Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/25511,Fantastical,Light,FALSE,TRUE,FALSE,Female,Nature,TRUE,TRUE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/25511/25511-1557260696-158099851.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/25511/25511-1557260696-158099851.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
121,123,TRUE,TRUE,INCLUDE,DX Merta Assassin Outfit,DX Merta Assassin Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4278,Fantastical,Light,FALSE,TRUE,FALSE,Female,Assassin; Thieves Guild,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4278/4278-1564726211-1452874682.png,https://staticdelivery.nexusmods.com/mods/1704/images/4278/4278-1564726211-1452874682.png,Existing category tag; verify against description if additional armor types are available.,NSFW
122,124,TRUE,TRUE,INCLUDE,DX Merta Black Rose Outfit,DX Merta Black Rose Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4843,Fantastical,Lingerie; Light,TRUE,FALSE,FALSE,Female,Assassin; Occult,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/110/images/61012-1-1436262331.png,https://staticdelivery.nexusmods.com/mods/110/images/61012-1-1436262331.png,Existing category tag; verify against description if additional armor types are available.,NSFW
123,125,TRUE,TRUE,INCLUDE,DX Morenn Outfit,DX Morenn Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/41655,Fantastical,Light,TRUE,FALSE,FALSE,Female,Nature,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/41655/41655-1603436018-395543932.png,https://images.nexusmods.com/mod-images/1704/t/large/41/41655/41655-1603436018-395543932.png,Existing category tag; verify against description if additional armor types are available.,NSFW
124,126,TRUE,TRUE,INCLUDE,DX Necromancer Robes,DX Necromancer Robes - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/38201,Fantastical,Light,TRUE,FALSE,FALSE,Female,Occult; Arcane,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/38201/38201-1594713977-32108543.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/38/38201/38201-1594713977-32108543.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
125,127,TRUE,TRUE,INCLUDE,DX Sotteta Huntress Outfit,DX Sotteta Huntress Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/25370,Fantastical,Lingerie; Light,TRUE,FALSE,FALSE,Female,Nature,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/25370/25370-1565059918-1333202193.png,https://images.nexusmods.com/mod-images/1704/t/large/25/25370/25370-1565059918-1333202193.png,Existing category tag; verify against description if additional armor types are available.,NSFW
126,128,TRUE,TRUE,INCLUDE,DX Sotteta Necromancer Outfit,DX Sotteta Necromancer Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4306,Fantastical,Light,TRUE,FALSE,FALSE,Female,Occult; Arcane,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4306-6-1479209103.jpg,https://staticdelivery.nexusmods.com/mods/1704/images/4306-6-1479209103.jpg,Existing category tag; verify against description if additional armor types are available.,NSFW
127,129,TRUE,TRUE,INCLUDE,DX Spartan Bard Outfit,DX Spartan Bard Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/27015,Fantastical,Light,TRUE,FALSE,FALSE,Female,Civilian; Bards College,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1561779416-938807466.png,https://staticdelivery.nexusmods.com/mods/1704/images/4482/4482-1561779416-938807466.png,Existing category tag; verify against description if additional armor types are available.,NSFW
128,130,TRUE,TRUE,INCLUDE,DX Stella Mithril Armor,DX Stella Mithril Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/26653,Fantastical,Light,FALSE,TRUE,FALSE,Female,Military; Royal; Divine,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/26653/26653-1568497334-874668223.png,https://staticdelivery.nexusmods.com/mods/1704/images/26653/26653-1568497334-874668223.png,Existing category tag; verify against description if additional armor types are available.,NSFW
129,131,TRUE,TRUE,INCLUDE,DX Succubus (Mazken) Armor,DX Succubus (Mazken) Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/36642,Fantastical,Light,FALSE,TRUE,FALSE,Female,Daedra; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/36642/36642-1590913437-1932949716.jpeg,https://staticdelivery.nexusmods.com/mods/1704/images/36642/36642-1590913437-1932949716.jpeg,Existing category tag; verify against description if additional armor types are available.,NSFW
130,132,TRUE,TRUE,INCLUDE,DX Tembtra Thief Outfit,DX Tembtra Thief Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/4292,Fantastical,Light,FALSE,TRUE,FALSE,Female,Assassin; Civilian,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/4292/4292-1564725578-841710361.png,https://images.nexusmods.com/mod-images/1704/t/large/42/4292/4292-1564725578-841710361.png,Existing category tag; verify against description if additional armor types are available.,NSFW
131,133,TRUE,TRUE,INCLUDE,DX Ursine Armor Pack,DX Ursine Armor Pack - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/3905,Fantastical,Light,FALSE,TRUE,FALSE,Female,Military; Nature,TRUE,TRUE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/3905-7-1478941003.jpg,https://staticdelivery.nexusmods.com/mods/1704/images/3905-7-1478941003.jpg,Existing category tag; verify against description if additional armor types are available.,NSFW
132,134,TRUE,TRUE,INCLUDE,DX Wild Huntress Outfit,DX Wild Huntress Outfit - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/25496,Fantastical,Light,TRUE,FALSE,FALSE,Female,Nature; Civilian,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/25496/25496-1565279017-916181938.png,https://staticdelivery.nexusmods.com/mods/1704/images/25496/25496-1565279017-916181938.png,Existing category tag; verify against description if additional armor types are available.,NSFW
133,135,TRUE,TRUE,INCLUDE,DX Witch Hunter Armor,DX Witch Hunter Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/32318,Fantastical,Light,FALSE,TRUE,FALSE,Female,Occult; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/32318/32318-1580699788-1967275005.png,https://images.nexusmods.com/mod-images/1704/t/large/32/32318/32318-1580699788-1967275005.png,Existing category tag; verify against description if additional armor types are available.,NSFW
134,136,TRUE,TRUE,INCLUDE,DX Witcher Armor,DX Witcher Armor - UNP,DeserterX,https://www.nexusmods.com/skyrimspecialedition/users/3373573,https://www.nexusmods.com/skyrimspecialedition/mods/33034,Fantastical,Light,FALSE,TRUE,FALSE,Female,Occult; Military,TRUE,FALSE,Unassigned,"{""SMP"":"""",""3BA"":"""",""HIMBO"":"""",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/33034/33034-1582606110-1902790691.png,https://images.nexusmods.com/mod-images/1704/t/large/33/33034/33034-1582606110-1902790691.png,Existing category tag; verify against description if additional armor types are available.,NSFW
304,307,TRUE,TRUE,INCLUDE,Eastern Brassplate Set,Eastern Brassplate Set,Pulcharmsolis,https://www.nexusmods.com/skyrimspecialedition/users/122433248,https://www.nexusmods.com/skyrimspecialedition/mods/109000,Grounded,Heavy,FALSE,FALSE,TRUE,Male; Female,Military,FALSE,FALSE,H7 - Dragon Plate,"{""SMP"":"""",""3BA"":""https://www.nexusmods.com/skyrimspecialedition/mods/122488"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/125983"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/109000/109000-1705505979-1337849709.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/10/109000/109000-1705505979-1337849709.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
305,308,TRUE,TRUE,INCLUDE,Easthold Totemic Set,Easthold Totemic Set,Pulcharmsolis,https://www.nexusmods.com/skyrimspecialedition/users/122433248,https://www.nexusmods.com/skyrimspecialedition/mods/100401,Grounded,Heavy,FALSE,FALSE,TRUE,Male; Female,Nord; Cultists,FALSE,FALSE,H1 - Iron,"{""SMP"":"""",""3BA"":""https://www.nexusmods.com/skyrimspecialedition/mods/122489"",""HIMBO"":""https://www.nexusmods.com/skyrimspecialedition/mods/127818"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/100401/100401-1695454864-1268422624.jpeg,https://images.nexusmods.com/mod-images/1704/t/large/10/100401/100401-1695454864-1268422624.jpeg,Existing category tag; verify against description if additional armor types are available.,Standard
266,269,TRUE,TRUE,INCLUDE,Eclipse Seductress,Obi's Eclipse Seductress 3BA 2K,Obicnii,https://www.nexusmods.com/skyrimspecialedition/users/59154696,https://www.nexusmods.com/skyrimspecialedition/mods/111725,Grounded,Cloth,TRUE,FALSE,FALSE,Female,Daedra; Occult,FALSE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/111725/111725-1708161506-1837603202.png,https://images.nexusmods.com/mod-images/1704/t/large/11/111725/111725-1708161506-1837603202.png,Existing category tag; verify against description if additional armor types are available.,NSFW
139,141,TRUE,TRUE,INCLUDE,Egil's Demon Hunter,BHUNP Egil's Demon Hunter,egilvar,https://www.nexusmods.com/skyrimspecialedition/users/48984813,https://www.nexusmods.com/skyrimspecialedition/mods/69374,Fantastical,Light,FALSE,TRUE,FALSE,Female,Daedra; Beast,FALSE,FALSE,L7 - Elven,"{""SMP"":"""",""3BA"":""https://www.nexusmods.com/Core/Libs/Common/Widgets/DownloadPopUp?id=290579&game_id=1704"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://i.ibb.co/wBwmmKg/Page-Cover.png,https://i.ibb.co/wBwmmKg/Page-Cover.png,Existing category tag; verify against description if additional armor types are available.,NSFW
179,181,TRUE,TRUE,INCLUDE,Einherjr Armor,Einherjr Armor 3BA-BHUNP-CBBE-UNP,FafnyB,https://www.nexusmods.com/skyrimspecialedition/users/5275607,https://www.nexusmods.com/skyrimspecialedition/mods/112692,Grounded,Light,FALSE,TRUE,FALSE,Female,Military; Nord,TRUE,TRUE,L6 - Chitin,"{""SMP"":""https://www.nexusmods.com/skyrimspecialedition/mods/112927"",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/112692/112692-1709114328-1873496007.png,https://images.nexusmods.com/mod-images/1704/t/large/11/112692/112692-1709114328-1873496007.png,Existing category tag; verify against description if additional armor types are available.,Standard
229,231,TRUE,TRUE,INCLUDE,Elegant Explorer,J3 Elegant Explorer 3BA,J0suk3,https://www.nexusmods.com/skyrimspecialedition/users/85241943,https://www.nexusmods.com/skyrimspecialedition/mods/126956,Grounded,Cloth,TRUE,FALSE,FALSE,Female,Civilian; Nature,FALSE,FALSE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":"""",""Other arousal"":"""",""VSU"":"""",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/126956/126956-1723897282-1549306232.png,https://images.nexusmods.com/mod-images/1704/t/large/12/126956/126956-1723897282-1549306232.png,Existing category tag; verify against description if additional armor types are available.,NSFW
9,9,TRUE,TRUE,INCLUDE,Elegant Merchant Clothes,Elegant Merchant Clothes 3BA-SMP,ak0d,https://www.nexusmods.com/skyrimspecialedition/users/40406455,https://www.nexusmods.com/skyrimspecialedition/mods/148167,Grounded,Cloth,TRUE,FALSE,FALSE,Female,Civilian,TRUE,TRUE,Cloth / Linen,"{""SMP"":"""",""3BA"":""PREBUILT"",""HIMBO"":""N/A"",""OSL / B.O.O.B.I.E.S"":""https://www.nexusmods.com/skyrimspecialedition/mods/106672"",""Other arousal"":"""",""VSU"":""https://www.nexusmods.com/skyrimspecialedition/mods/145905"",""Heels"":""""}",https://staticdelivery.nexusmods.com/mods/1704/images/148167/148167-1745100965-1205078051.png,https://images.nexusmods.com/mod-images/1704/t/large/14/148167/148167-1745100965-1205078051.png,Existing category tag; verify against description if additional armor types are available.,NSFW
